address,built_area,city,code,date,for_rent,for_sale,latitude,longitude,neighborhood,properties,property_type,proposals,real_estate,rent_price,rooms,sale_price,total_area,url
,,Campinas/SP,CA274150,2019-11-18,true,false,-22.89609,-47.08887,Jardim Chapadão,,casa,,provectumimoveis,1150,2,,60.0,https://provectumimoveis.com.br/imovel/CA274150
,100.0,Campinas/SP,CA273407,2019-11-18,true,false,-22.85439,-47.03742,Jardim Santana,,casa,,provectumimoveis,1120,2,,100.0,https://provectumimoveis.com.br/imovel/CA273407
,,Campinas/SP,CA240286,2019-11-18,true,false,-22.8699,-47.06094,Parque Taquaral,,casa,,provectumimoveis,1100,2,,,https://provectumimoveis.com.br/imovel/CA240286
,120.0,Campinas/SP,CA267276,2019-11-18,true,false,-22.93612,-47.12117,Parque Residencial Vila União,,casa,,provectumimoveis,1100,3,,160.0,https://provectumimoveis.com.br/imovel/CA267276
,37.27,Campinas/SP,CA267590,2019-11-18,true,false,-22.94134,-47.12064,Parque Residencial Vila União,,casa,,provectumimoveis,1100,2,,160.0,https://provectumimoveis.com.br/imovel/CA267590
,180.0,Campinas/SP,CA272625,2019-11-18,true,true,-22.92022,-47.11342,Jardim Londres,,casa,,provectumimoveis,1035,2,220000,,https://provectumimoveis.com.br/imovel/CA272625
,,Campinas/SP,CA234243,2019-11-18,true,false,-22.88378,-47.10859,Jardim Eulina,,casa,,provectumimoveis,1000,2,,,https://provectumimoveis.com.br/imovel/CA234243
,,Campinas/SP,CA243227,2019-11-18,true,false,-22.92645,-47.09804,Jardim Paulicéia,,casa,,provectumimoveis,1000,1,,40.0,https://provectumimoveis.com.br/imovel/CA243227
,135.0,Campinas/SP,CA250555,2019-11-18,true,false,-22.93635,-47.01698,Jardim Maísa,,casa,,provectumimoveis,1000,3,,368.47,https://provectumimoveis.com.br/imovel/CA250555
,80.0,Campinas/SP,CA261633,2019-11-18,true,false,-22.9008,-47.08574,Vila Itália,,casa,,provectumimoveis,1000,2,,80.0,https://provectumimoveis.com.br/imovel/CA261633
,,Campinas/SP,CA268251,2019-11-18,true,false,-22.92319,-47.10986,Jardim Londres,,casa,,provectumimoveis,1000,2,,,https://provectumimoveis.com.br/imovel/CA268251
,100.0,Campinas/SP,CA268947,2019-11-18,true,false,-22.93682,-47.11833,Parque Residencial Vila União,,casa,,provectumimoveis,1000,2,,,https://provectumimoveis.com.br/imovel/CA268947
,70.0,Campinas/SP,CA269938,2019-11-18,true,false,-22.92091,-47.04426,Jardim Proença I,,casa,,provectumimoveis,1000,2,,70.0,https://provectumimoveis.com.br/imovel/CA269938
,,Campinas/SP,CA274169,2019-11-18,true,false,-22.97776,-47.15028,Residencial Cittá Di Firenze,,casa,,provectumimoveis,1000,2,,226.0,https://provectumimoveis.com.br/imovel/CA274169
,53.38,Campinas/SP,CA274229,2019-11-18,true,false,-22.88391,-47.14384,Jardim Regina,,casa,,provectumimoveis,1000,3,,141.22,https://provectumimoveis.com.br/imovel/CA274229
,58.0,Campinas/SP,CA274324,2019-11-18,true,true,-22.93896,-47.02181,Parque dos Cisnes,,casa,,provectumimoveis,1000,2,280000,311.0,https://provectumimoveis.com.br/imovel/CA274324
,113.0,Campinas/SP,CA274392,2019-11-18,true,false,-22.97371,-47.17104,Conjunto Mauro Marcondes,,casa,,provectumimoveis,1000,3,,169.0,https://provectumimoveis.com.br/imovel/CA274392
,90.0,Campinas/SP,CA237611,2019-11-18,true,false,-22.9235,-47.05696,Jardim Leonor,,casa,,provectumimoveis,950,1,,,https://provectumimoveis.com.br/imovel/CA237611
,50.0,Campinas/SP,CA265183,2019-11-18,true,false,-22.9201,-47.05885,Vila João Jorge,,casa,,provectumimoveis,950,2,,,https://provectumimoveis.com.br/imovel/CA265183
,70.0,Campinas/SP,CA272178,2019-11-18,true,false,-22.95255,-47.07705,Jardim Icaraí,,casa,,provectumimoveis,950,2,,,https://provectumimoveis.com.br/imovel/CA272178
,50.0,Campinas/SP,CA273035,2019-11-18,true,false,-22.90746,-47.09768,Jardim Aurélia,,casa,,provectumimoveis,950,1,,100.0,https://provectumimoveis.com.br/imovel/CA273035
,40.0,Campinas/SP,CA273614,2019-11-18,true,false,-22.88503,-47.06323,Jardim Brasil,,casa,,provectumimoveis,950,1,,250.0,https://provectumimoveis.com.br/imovel/CA273614
,60.0,Campinas/SP,CA181861,2019-11-18,true,false,-22.92381,-47.05017,Jardim Paraíso,,casa,,provectumimoveis,900,1,,,https://provectumimoveis.com.br/imovel/CA181861
,39.5,Campinas/SP,CA270180,2019-11-18,true,true,-22.95943,-47.2185,Conjunto Residencial Parque São Bento,,casa,,provectumimoveis,900,2,170000,39.5,https://provectumimoveis.com.br/imovel/CA270180
,70.0,Campinas/SP,CA271386,2019-11-18,true,false,-22.89638,-47.07307,Jardim Novo Botafogo,,casa,,provectumimoveis,900,1,,70.0,https://provectumimoveis.com.br/imovel/CA271386
,56.0,Campinas/SP,CA263241,2019-11-18,true,false,-22.92621,-47.09955,Jardim Campos Elíseos,,casa,,provectumimoveis,880,1,,56.0,https://provectumimoveis.com.br/imovel/CA263241
,,Campinas/SP,CA234242,2019-11-18,true,false,-22.88378,-47.10859,Jardim Eulina,,casa,,provectumimoveis,850,1,,,https://provectumimoveis.com.br/imovel/CA234242
,50.0,Campinas/SP,CA274527,2019-11-18,true,false,-22.94293,-47.054,Jardim Nova Europa,,casa,,provectumimoveis,850,1,,350.0,https://provectumimoveis.com.br/imovel/CA274527
,,Campinas/SP,CA266794,2019-11-18,true,false,-22.9357,-47.04532,Jardim dos Oliveiras,,casa,,provectumimoveis,800,2,,,https://provectumimoveis.com.br/imovel/CA266794
,,Campinas/SP,CA267248,2019-11-18,true,false,-22.96944,-47.14594,Jardim Vista Alegre,,casa,,provectumimoveis,800,2,,470.0,https://provectumimoveis.com.br/imovel/CA267248
,42.0,Campinas/SP,CA271869,2019-11-18,true,false,-22.88251,-47.04686,Jardim Belo Horizonte,,casa,,provectumimoveis,800,1,,70.0,https://provectumimoveis.com.br/imovel/CA271869
,,Campinas/SP,CA272057,2019-11-18,true,false,-22.89613,-47.0998,Jardim Eulina,,casa,,provectumimoveis,800,2,,85.0,https://provectumimoveis.com.br/imovel/CA272057
,,Campinas/SP,CA272733,2019-11-18,true,true,-22.93335,-47.02115,Jardim São Pedro,,casa,,provectumimoveis,800,1,380000,,https://provectumimoveis.com.br/imovel/CA272733
,55.0,Campinas/SP,CA273092,2019-11-18,true,false,-22.9275,-47.1011,Jardim Campos Elíseos,,casa,,provectumimoveis,800,1,,85.0,https://provectumimoveis.com.br/imovel/CA273092
,45.0,Campinas/SP,CA273383,2019-11-18,true,false,-22.91673,-47.03461,Jardim Baronesa,,casa,,provectumimoveis,800,1,,45.0,https://provectumimoveis.com.br/imovel/CA273383
,,Campinas/SP,CA264901,2019-11-18,true,false,-22.92905,-47.04362,Vila Joaquim Inácio,,casa,,provectumimoveis,780,1,,55.0,https://provectumimoveis.com.br/imovel/CA264901
,,Campinas/SP,CA269734,2019-11-18,true,false,-22.92699,-47.08614,Cidade Jardim,,casa,,provectumimoveis,700,1,,45.0,https://provectumimoveis.com.br/imovel/CA269734
,185.25,Campinas/SP,CA007164,2019-11-18,true,false,-22.89056,-47.10705,Jardim Eulina,Cozinha Americana|Living|Sala de Estar|Sala de Jantar|Varanda|portão eletrônico,casa,,rumoimobiliaria,1100,3,,,https://rumoimobiliaria.com.br/imovel/CA007164
,,Campinas/SP,CA007215,2019-11-18,true,false,-22.94841,-47.07857,Jardim do Lago Continuação,Área de Serviço|Sala de Estar|Quintal|horta,casa,,rumoimobiliaria,1100,2,,,https://rumoimobiliaria.com.br/imovel/CA007215
,,Campinas/SP,CA007212,2019-11-18,true,false,-22.95328,-47.07844,Jardim do Lago Continuação,Sala de Estar|Área de Serviço|suite,casa,,rumoimobiliaria,1200,2,,,https://rumoimobiliaria.com.br/imovel/CA007212
,,Campinas/SP,CA007110,2019-11-18,true,false,-22.89516,-47.1441,Parque Santa Bárbara,Armários Embutidos|Cozinha Americana|Edícula|Lavenderia|Mobiliado|Quintal|Sala de Estar|Sala de Jantar|Terraço,casa,,rumoimobiliaria,1300,3,,,https://rumoimobiliaria.com.br/imovel/CA007110
,,Campinas/SP,CA006578,2019-11-18,true,false,-22.92345,-47.03977,Vila Lemos,Churrasqueira|Lavabo|Terraço,casa,,rumoimobiliaria,1400,1,,,https://rumoimobiliaria.com.br/imovel/CA006578
,185.25,Campinas/SP,CA007161,2019-11-18,true,false,-22.89056,-47.10704,Jardim Eulina,Cozinha Americana|Living|Sala de Estar|Sala de Jantar|Varanda|portão eletrônico,casa,,rumoimobiliaria,1650,3,,,https://rumoimobiliaria.com.br/imovel/CA007161
